identifier,reads,source
esc_sa6568aa_as,SRR7358048,enterobase
esc_ja9295aa_as,SRR5024237,enterobase
esc_ra3992aa_as,SRR6552364,enterobase
esc_ga8817aa_as,SRR3574255,enterobase
esc_pa5549aa_as,SRR6052930,enterobase
esc_ga8871aa_as,SRR3574309,enterobase
esc_ga9688aa_as,SRR3606787,enterobase
esc_ia1491aa_as,SRR4184857,enterobase
esc_sa2399aa_as,SRR7191647,enterobase
esc_ca2423aa_as,SRR1981690,enterobase
esc_pa2519aa_as,SRR6001318,enterobase
esc_ja5398aa_as,SRR5006047,enterobase
esc_ca3069aa_as,SRR784704,enterobase
esc_ca3069aa_as,SRR784705,enterobase
esc_ca3069aa_as,SRR958433,enterobase
esc_ca3069aa_as,SRR958434,enterobase
esc_ca3388aa_as,SRR1180848,enterobase
esc_ca3388aa_as,SRR1181021,enterobase
esc_ca3388aa_as,SRR1187738,enterobase
esc_ca3388aa_as,SRR1187819,enterobase
esc_ja4085aa_as,SRR4897762,enterobase
esc_sa2927aa_as,SRR7215950,enterobase
esc_qa3631aa_as,SRR6222461,enterobase
esc_ba3791aa_as,SRR1981176,enterobase
esc_pa0788aa_as,SRR5909613,enterobase
esc_pa5422aa_as,SRR6052793,enterobase
esc_sa4711aa_as,SRR7265840,enterobase
esc_ma8850aa_as,SRR5470222,enterobase
esc_ka1450aa_as,SRR5034982,enterobase
esc_na8799aa_as,SRR5605994,enterobase
esc_ha8203aa_as,SRR3987540,enterobase
esc_sa7080aa_as,SRR7407964,enterobase
esc_pa5333aa_as,SRR6052697,enterobase
esc_ia1167aa_as,SRR4179335,enterobase
esc_ca2176aa_as,SRR784989,enterobase
esc_ca2176aa_as,SRR784990,enterobase
esc_ca2176aa_as,SRR800509,enterobase
esc_ca2176aa_as,SRR800596,enterobase
esc_pa5079aa_as,SRR6051900,enterobase
esc_qa2874aa_as,SRR6185860,enterobase
esc_sa6555aa_as,SRR7358025,enterobase
esc_sa1376aa_as,SRR7163945,enterobase
esc_ka5730aa_as,SRR5034984,enterobase
esc_aa9812aa_as,SRR1981077,enterobase
esc_ga9434aa_as,SRR3579378,enterobase
esc_ja4586aa_as,SRR4787407,enterobase
esc_ja4434aa_as,SRR4787009,enterobase
esc_ra4403aa_as,SRR6671732,enterobase
esc_sa6740aa_as,SRR7367223,enterobase
esc_sa3156aa_as,SRR7221092,enterobase
esc_ia1461aa_as,SRR4184777,enterobase
esc_pa5074aa_as,SRR6051895,enterobase
esc_sa3160aa_as,SRR7221102,enterobase
esc_pa2767aa_as,SRR6001150,enterobase
esc_ja4431aa_as,SRR4786982,enterobase
esc_ra3707aa_as,SRR6505216,enterobase
esc_pa5599aa_as,SRR6053035,enterobase
esc_ia2223aa_as,SRR4261193,enterobase
esc_ha6106aa_as,SRR3831837,enterobase
esc_ia1128aa_as,SRR4176951,enterobase
esc_pa5532aa_as,SRR6052913,enterobase
esc_ja4853aa_as,SRR4788349,enterobase
esc_sa5078aa_as,SRR7276965,enterobase
esc_ia0828aa_as,SRR4113441,enterobase
esc_ra4298aa_as,SRR6667878,enterobase
esc_ba9515aa_as,SRR785913,enterobase
esc_ba9515aa_as,SRR785914,enterobase
esc_ba9515aa_as,SRR958558,enterobase
esc_ba9515aa_as,SRR958559,enterobase
esc_sa5352aa_as,SRR7283807,enterobase
esc_ca2609aa_as,ERR161255,enterobase
esc_la1501aa_as,SRR5185891,enterobase
esc_sa4440aa_as,SRR7256952,enterobase
esc_ja4422aa_as,SRR4786881,enterobase
esc_ka1042aa_as,SRR5033726,enterobase
esc_sa5192aa_as,SRR7277738,enterobase
esc_ja3771aa_as,SRR4897089,enterobase
esc_ha8860aa_as,SRR3990959,enterobase
esc_la4412aa_as,SRR5280676,enterobase
esc_ja5066aa_as,SRR5006019,enterobase
esc_sa5928aa_as,SRR7286655,enterobase
esc_ia1262aa_as,SRR4181527,enterobase
esc_na7724aa_as,SRR5527740,enterobase
esc_na7724aa_as,SRR5666374,enterobase
esc_ga8812aa_as,SRR3574250,enterobase
esc_pa0778aa_as,SRR5909602,enterobase
esc_sa6919aa_as,SRR7401630,enterobase
esc_sa3788aa_as,SRR7236624,enterobase
esc_ja3821aa_as,SRR4897192,enterobase
esc_pa5378aa_as,SRR6052744,enterobase
esc_ia0318aa_as,SRR4048676,enterobase
esc_sa5767aa_as,SRR7285549,enterobase
esc_ra3613aa_as,SRR6490610,enterobase
esc_sa4794aa_as,SRR7266815,enterobase
esc_pa2313aa_as,SRR5990770,enterobase
esc_pa2313aa_as,SRR6080573,enterobase
esc_pa5551aa_as,SRR6052932,enterobase
esc_sa6154aa_as,SRR7291553,enterobase
esc_ja5067aa_as,SRR5006022,enterobase
esc_ja4726aa_as,SRR4788087,enterobase
esc_ga8822aa_as,SRR3574260,enterobase
esc_ja4635aa_as,SRR4787769,enterobase
esc_pa5408aa_as,SRR6052778,enterobase
esc_ga9153aa_as,SRR3578586,enterobase
esc_ja7879aa_as,SRR5005524,enterobase
esc_ca5736aa_as,SRR1785723,enterobase
esc_ca5736aa_as,SRR1785963,enterobase
esc_ca5736aa_as,SRR1795906,enterobase
esc_ca5736aa_as,SRR1795970,enterobase
esc_ha7541aa_as,SRR3951467,enterobase
esc_sa5369aa_as,SRR7283828,enterobase
esc_sa1373aa_as,SRR7163942,enterobase
esc_ja8909aa_as,SRR5023827,enterobase
esc_ra4955aa_as,SRR6727475,enterobase
esc_ha3970aa_as,SRR2178043,enterobase
esc_sa1439aa_as,SRR7167534,enterobase
esc_ja4493aa_as,SRR4787225,enterobase
esc_ca1329aa_as,SRR1981712,enterobase
esc_sa5740aa_as,SRR7285507,enterobase
esc_ja8265aa_as,SRR5017863,enterobase
esc_sa6547aa_as,SRR7358013,enterobase
esc_ja4678aa_as,SRR4787854,enterobase
esc_ga9177aa_as,SRR3578611,enterobase
esc_sa2894aa_as,SRR7215517,enterobase
esc_qa2885aa_as,SRR6185871,enterobase
esc_sa5338aa_as,SRR7283753,enterobase
esc_sa5894aa_as,SRR7286571,enterobase
esc_sa5724aa_as,SRR7285481,enterobase
esc_ja4602aa_as,SRR4787441,enterobase
esc_sa4716aa_as,SRR7265846,enterobase
esc_ba7970aa_as,ERR191723,enterobase
esc_ka5247aa_as,SRR5024511,enterobase
esc_pa5518aa_as,SRR6052893,enterobase
esc_ga9252aa_as,SRR3578793,enterobase
esc_ia1245aa_as,SRR4181497,enterobase
esc_ba2155aa_as,SRR1981642,enterobase
esc_ga9143aa_as,SRR3578575,enterobase
esc_ja5086aa_as,SRR5006079,enterobase
esc_ra2657aa_as,SRR6427475,enterobase
esc_sa6159aa_as,SRR7291579,enterobase
esc_ma8845aa_as,SRR5470217,enterobase
esc_ga6510aa_as,SRR3405557,enterobase
esc_ia1141aa_as,SRR4177002,enterobase
esc_ia1677aa_as,SRR4195788,enterobase
esc_ga9104aa_as,SRR3578293,enterobase
esc_ja4830aa_as,SRR4788304,enterobase
esc_pa2596aa_as,SRR6008942,enterobase
esc_ja3820aa_as,SRR4897191,enterobase
esc_ca2252aa_as,SRR639945,enterobase
esc_ca2252aa_as,SRR640100,enterobase
esc_ca2252aa_as,SRR641893,enterobase
esc_ca2252aa_as,SRR642258,enterobase
esc_sa2784aa_as,SRR7208629,enterobase
esc_ba5750aa_as,SRR1981700,enterobase
esc_pa5113aa_as,SRR6051937,enterobase
esc_sa6827aa_as,SRR7367547,enterobase
esc_sa6842aa_as,SRR7367576,enterobase
esc_qa2873aa_as,SRR6185858,enterobase
esc_aa9568aa_as,SRR1981046,enterobase
esc_pa2529aa_as,SRR6001328,enterobase
esc_ja4476aa_as,SRR4787189,enterobase
esc_pa5453aa_as,SRR6052827,enterobase
esc_qa2857aa_as,SRR6185827,enterobase
esc_ha0902aa_as,SRR3574224,enterobase
esc_sa2252aa_as,SRR7186943,enterobase
esc_ia6950aa_as,SRR4340473,enterobase
esc_ca3191aa_as,SRR2014931,enterobase
esc_ra0281aa_as,SRR6324134,enterobase
esc_sa1340aa_as,SRR7163891,enterobase
esc_ma8217aa_as,SRR5469652,enterobase
esc_pa2004aa_as,SRR5962999,enterobase
esc_ga9222aa_as,SRR3578661,enterobase
esc_ba2573aa_as,SRR1980998,enterobase
esc_pa5541aa_as,SRR6052922,enterobase
esc_ga9008aa_as,SRR3581501,enterobase
esc_sa1370aa_as,SRR7163938,enterobase
esc_ga3674aa_as,SRR3241839,enterobase
esc_qa2886aa_as,SRR6185872,enterobase
esc_ha9153aa_as,SRR3996234,enterobase
esc_ja5406aa_as,SRR5006066,enterobase
esc_ca2505aa_as,SRR1785842,enterobase
esc_ca2505aa_as,SRR1785954,enterobase
esc_ca2505aa_as,SRR1795892,enterobase
esc_ca2505aa_as,SRR1799999,enterobase
esc_qa2109aa_as,SRR6177998,enterobase
esc_ia1176aa_as,SRR4180107,enterobase
esc_sa6556aa_as,SRR7358026,enterobase
esc_sa2812aa_as,SRR7209043,enterobase
esc_ca1529aa_as,SRR1981557,enterobase
esc_ra7068aa_as,SRR6816932,enterobase
esc_pa0721aa_as,SRR5905052,enterobase
esc_ha8688aa_as,SRR3989594,enterobase
esc_ra4954aa_as,SRR6727474,enterobase
esc_ga9145aa_as,SRR3578578,enterobase
esc_ra0773aa_as,SRR6337672,enterobase
esc_sa5813aa_as,SRR7286177,enterobase
esc_sa6591aa_as,SRR7358277,enterobase
esc_ca0529aa_as,SRR640027,enterobase
esc_ca0529aa_as,SRR640144,enterobase
esc_ca0529aa_as,SRR641921,enterobase
esc_ca0529aa_as,SRR641926,enterobase
esc_ha7988aa_as,SRR3974853,enterobase
esc_sa2277aa_as,SRR7187025,enterobase
esc_ca4698aa_as,SRR786326,enterobase
esc_ca4698aa_as,SRR786327,enterobase
esc_ca4698aa_as,SRR958759,enterobase
esc_ca4698aa_as,SRR958760,enterobase
esc_ja4663aa_as,SRR4787820,enterobase
esc_ja3801aa_as,SRR4897157,enterobase
esc_sa2303aa_as,SRR7187775,enterobase
esc_ga3645aa_as,SRR3240977,enterobase
esc_sa2392aa_as,SRR7191689,enterobase
esc_sa7816aa_as,SRR7457845,enterobase
esc_pa5534aa_as,SRR6052915,enterobase
esc_ra3705aa_as,SRR6505214,enterobase
esc_ka1346aa_as,SRR5038953,enterobase
esc_ca4427aa_as,SRR2015137,enterobase
esc_ja4390aa_as,SRR4786493,enterobase
esc_ga9700aa_as,SRR3606799,enterobase
esc_ba4383aa_as,SRR1981365,enterobase
esc_ra1844aa_as,SRR6373700,enterobase
esc_pa5335aa_as,SRR6052699,enterobase
esc_sa4726aa_as,SRR7265863,enterobase
esc_ba7996aa_as,SRR646311,enterobase
esc_ba7996aa_as,SRR646330,enterobase
esc_ba7996aa_as,SRR646342,enterobase
esc_ba7996aa_as,SRR646348,enterobase
esc_ja4078aa_as,SRR4897748,enterobase
esc_ca5791aa_as,SRR2127488,enterobase
esc_ca5791aa_as,SRR2127836,enterobase
esc_ca5791aa_as,SRR2131420,enterobase
esc_ca5791aa_as,SRR2135111,enterobase
esc_sa5198aa_as,SRR7277874,enterobase
esc_ga9176aa_as,SRR3578610,enterobase
esc_ka1164aa_as,SRR5033735,enterobase
esc_pa5477aa_as,SRR6052851,enterobase
esc_pa5537aa_as,SRR6052918,enterobase
esc_ba4570aa_as,SRR1981065,enterobase
esc_sa6930aa_as,SRR7401645,enterobase
esc_ja4379aa_as,SRR4786333,enterobase
esc_ha5976aa_as,SRR3825885,enterobase
esc_sa1967aa_as,SRR7184322,enterobase
esc_ja8392aa_as,SRR5018283,enterobase
esc_pa2021aa_as,SRR5963898,enterobase
esc_ja4027aa_as,SRR4897658,enterobase
esc_ga8903aa_as,SRR3581323,enterobase
esc_fa7671aa_as,SRR2982229,enterobase
esc_ia0310aa_as,SRR4046446,enterobase
esc_pa5388aa_as,SRR6052756,enterobase
esc_ka6868aa_as,SRR5033712,enterobase
esc_ga8852aa_as,SRR3574290,enterobase
esc_ia1293aa_as,SRR4181597,enterobase
esc_ga9263aa_as,SRR3578804,enterobase
esc_pa2522aa_as,SRR6001321,enterobase
esc_sa2758aa_as,SRR7204345,enterobase
esc_sa5871aa_as,SRR7286522,enterobase
esc_ia1641aa_as,SRR4194337,enterobase
esc_la5737aa_as,SRR5330849,enterobase
esc_ja8404aa_as,SRR5018323,enterobase
esc_ba8669aa_as,SRR770095,enterobase
esc_ba8669aa_as,SRR784079,enterobase
esc_ba8669aa_as,SRR958242,enterobase
esc_ba8669aa_as,SRR958243,enterobase
esc_la5647aa_as,SRR5329212,enterobase
esc_aa8156aa_as,SRR1981505,enterobase
esc_ja7812aa_as,SRR5017969,enterobase
esc_pa2514aa_as,SRR6001313,enterobase
esc_pa5523aa_as,SRR6052904,enterobase
esc_pa5587aa_as,SRR6053023,enterobase
esc_ja4653aa_as,SRR4787802,enterobase
esc_sa2316aa_as,SRR7187815,enterobase
esc_sa5755aa_as,SRR7285524,enterobase
esc_sa6175aa_as,SRR7291611,enterobase
esc_ba7273aa_as,SRR1980992,enterobase
esc_na8699aa_as,SRR5588692,enterobase
esc_sa5694aa_as,SRR7285433,enterobase
esc_ba4532aa_as,SRR1981160,enterobase
esc_ja8292aa_as,SRR5018305,enterobase
esc_ca0474aa_as,SRR1981578,enterobase
esc_ja4378aa_as,SRR4786331,enterobase
esc_ra4958aa_as,SRR6727478,enterobase
esc_aa8336aa_as,SRR2016400,enterobase
esc_ba9072aa_as,SRR1982002,enterobase
esc_ra7536aa_as,SRR6814028,enterobase
esc_ca4406aa_as,SRR639954,enterobase
esc_ca4406aa_as,SRR640084,enterobase
esc_ca4406aa_as,SRR641904,enterobase
esc_ca4406aa_as,SRR642277,enterobase
esc_ba7016aa_as,ERR161259,enterobase
esc_ka6852aa_as,SRR5034988,enterobase
esc_ja4094aa_as,SRR4897781,enterobase
esc_ga9324aa_as,SRR3578935,enterobase
esc_ca1398aa_as,SRR785532,enterobase
esc_ca1398aa_as,SRR785533,enterobase
esc_ca1398aa_as,SRR800430,enterobase
esc_ca1398aa_as,SRR800582,enterobase
esc_ka6748aa_as,SRR5024175,enterobase
esc_ia1490aa_as,SRR4184856,enterobase
esc_sa5834aa_as,SRR7286380,enterobase
esc_ja4707aa_as,SRR4787912,enterobase
esc_ia1639aa_as,SRR4193853,enterobase
esc_sa4931aa_as,SRR7274838,enterobase
esc_ka4564aa_as,SRR5034992,enterobase
esc_ja3811aa_as,SRR4897174,enterobase
esc_sa2910aa_as,SRR7215899,enterobase
esc_ca5438aa_as,SRR633927,enterobase
esc_ca5438aa_as,SRR641919,enterobase
esc_ca5438aa_as,SRR647239,enterobase
esc_ca5438aa_as,SRR647263,enterobase
esc_ca6463aa_as,SRR2000250,enterobase
esc_ga9236aa_as,SRR3578767,enterobase
esc_ja4775aa_as,SRR4788201,enterobase
esc_ba8137aa_as,SRR785406,enterobase
esc_ba8137aa_as,SRR785407,enterobase
esc_ba8137aa_as,SRR800478,enterobase
esc_ba8137aa_as,SRR800566,enterobase
esc_ba2558aa_as,SRR341556,enterobase
esc_ca3955aa_as,SRR638041,enterobase
esc_ca3955aa_as,SRR638702,enterobase
esc_ca3955aa_as,SRR646331,enterobase
esc_ca3955aa_as,SRR646337,enterobase
esc_ha1944aa_as,SRR1283285,enterobase
esc_ia1474aa_as,SRR4184831,enterobase
esc_sa6101aa_as,SRR7290975,enterobase
esc_ra2318aa_as,SRR6396340,enterobase
esc_ia1452aa_as,SRR4184727,enterobase
esc_pa5319aa_as,SRR6052179,enterobase
esc_ia2254aa_as,SRR4263306,enterobase
esc_ia1180aa_as,SRR4180231,enterobase
esc_ja4033aa_as,SRR4897669,enterobase
esc_pa5106aa_as,SRR6051930,enterobase
esc_ra4302aa_as,SRR6667884,enterobase
esc_sa4001aa_as,SRR7244214,enterobase
esc_ga3644aa_as,SRR3240971,enterobase
esc_sa2302aa_as,SRR7187770,enterobase
esc_ma8941aa_as,SRR5470233,enterobase
esc_sa4723aa_as,SRR7265856,enterobase
esc_ka6755aa_as,SRR5023822,enterobase
esc_ga2720aa_as,SRR3188742,enterobase
esc_ra4199aa_as,SRR6658340,enterobase
esc_ba4937aa_as,ERR191659,enterobase
esc_ga9107aa_as,SRR3578296,enterobase
esc_pa5502aa_as,SRR6052877,enterobase
esc_na3115aa_as,SRR5494790,enterobase
esc_ca5349aa_as,SRR2015204,enterobase
esc_ra9289aa_as,SRR7012114,enterobase
esc_ca3619aa_as,SRR1981190,enterobase
esc_ma8853aa_as,SRR5470225,enterobase
esc_ja4500aa_as,SRR4787238,enterobase
esc_ja5132aa_as,SRR5006423,enterobase
esc_ja4071aa_as,SRR4897739,enterobase
esc_ja4024aa_as,SRR4897653,enterobase
esc_ja3997aa_as,SRR4897596,enterobase
esc_ia2240aa_as,SRR4262643,enterobase
esc_na8798aa_as,SRR5605993,enterobase
esc_ca1488aa_as,SRR640002,enterobase
esc_ca1488aa_as,SRR640047,enterobase
esc_ca1488aa_as,SRR641857,enterobase
esc_ca1488aa_as,SRR641903,enterobase
esc_pa4941aa_as,SRR6051842,enterobase
esc_ja4489aa_as,SRR4787221,enterobase
esc_ca1461aa_as,SRR1980997,enterobase
esc_ja8670aa_as,SRR5023791,enterobase
esc_ga3670aa_as,SRR3241835,enterobase
esc_fa9654aa_as,SRR3091359,enterobase
esc_la5810aa_as,SRR5330932,enterobase
esc_sa2796aa_as,SRR7208795,enterobase
esc_sa1939aa_as,SRR7184214,enterobase
esc_pa4917aa_as,SRR6051790,enterobase
esc_sa1850aa_as,SRR7179958,enterobase
esc_ja3875aa_as,SRR4897302,enterobase
esc_ia1475aa_as,SRR4184832,enterobase
esc_pa7883aa_as,SRR6079235,enterobase
esc_ga9416aa_as,SRR3579360,enterobase
esc_ia1212aa_as,SRR4181343,enterobase
esc_ia1298aa_as,SRR4181610,enterobase
esc_ka4571aa_as,SRR5034981,enterobase
esc_ja4529aa_as,SRR4787304,enterobase
esc_ca2489aa_as,SRR785155,enterobase
esc_ca2489aa_as,SRR785156,enterobase
esc_ca2489aa_as,SRR800416,enterobase
esc_ca2489aa_as,SRR800432,enterobase
esc_ca6428aa_as,SRR1981314,enterobase
esc_sa1838aa_as,SRR7179882,enterobase
esc_ja4575aa_as,SRR4787388,enterobase
esc_ga9127aa_as,SRR3578571,enterobase
esc_pa2324aa_as,SRR5990908,enterobase
esc_pa2324aa_as,SRR6080578,enterobase
esc_sa2232aa_as,SRR7186908,enterobase
esc_ga8857aa_as,SRR3574295,enterobase
esc_ja3765aa_as,SRR4897082,enterobase
esc_sa5888aa_as,SRR7286556,enterobase
esc_ja8318aa_as,SRR5017532,enterobase
esc_pa0730aa_as,SRR5905061,enterobase
esc_pa0730aa_as,SRR6118630,enterobase
esc_ia1655aa_as,SRR4195713,enterobase
esc_ca2055aa_as,SRR785300,enterobase
esc_ca2055aa_as,SRR785301,enterobase
esc_ca2055aa_as,SRR800479,enterobase
esc_ca2055aa_as,SRR800560,enterobase
esc_ka1269aa_as,SRR5035007,enterobase
esc_ga8901aa_as,SRR3581319,enterobase
esc_sa9483aa_as,SRR7501144,enterobase
esc_pa0783aa_as,SRR5909607,enterobase
esc_sa1562aa_as,SRR7172268,enterobase
esc_ja7598aa_as,SRR5005429,enterobase
esc_la4764aa_as,SRR5292176,enterobase
esc_ca4887aa_as,SRR784991,enterobase
esc_ca4887aa_as,SRR784992,enterobase
esc_ca4887aa_as,SRR800532,enterobase
esc_ca4887aa_as,SRR800593,enterobase
esc_ca4772aa_as,SRR1981955,enterobase
esc_ba2841aa_as,ERR161272,enterobase
esc_ha9025aa_as,SRR3993812,enterobase
esc_ba8487aa_as,SRR1981563,enterobase
esc_ra3546aa_as,SRR6485640,enterobase
esc_pa5390aa_as,SRR6052758,enterobase
esc_ja4062aa_as,SRR4897718,enterobase
esc_ba0292aa_as,SRR1981075,enterobase
esc_sa6745aa_as,SRR7367229,enterobase
esc_sa4359aa_as,SRR7251456,enterobase
esc_sa4955aa_as,SRR7251452,enterobase
esc_sa9279aa_as,SRR7495419,enterobase
esc_na7719aa_as,SRR5527733,enterobase
esc_na7719aa_as,SRR5666365,enterobase
esc_ja4703aa_as,SRR4787905,enterobase
esc_pa5175aa_as,SRR6052002,enterobase
esc_sa5202aa_as,SRR7278083,enterobase
esc_sa1366aa_as,SRR7163934,enterobase
esc_ga9668aa_as,SRR3606710,enterobase
esc_sa7051aa_as,SRR7407911,enterobase
esc_sa4160aa_as,SRR7249702,enterobase
esc_ca0302aa_as,SRR1785687,enterobase
esc_ca0302aa_as,SRR1785879,enterobase
esc_ca0302aa_as,SRR1795933,enterobase
esc_ca0302aa_as,SRR1795972,enterobase
esc_ca4865aa_as,SRR640016,enterobase
esc_ca4865aa_as,SRR640070,enterobase
esc_ca4865aa_as,SRR641940,enterobase
esc_ca4865aa_as,SRR642260,enterobase
esc_sa7572aa_as,SRR7439047,enterobase
esc_ia1289aa_as,SRR4181589,enterobase
esc_sa6158aa_as,SRR7291578,enterobase
esc_ca1114aa_as,SRR785017,enterobase
esc_ca1114aa_as,SRR785018,enterobase
esc_ca1114aa_as,SRR800426,enterobase
esc_ca1114aa_as,SRR800439,enterobase
esc_ja4507aa_as,SRR4787264,enterobase
esc_sa5340aa_as,SRR7283756,enterobase
esc_ja4492aa_as,SRR4787224,enterobase
esc_ja3918aa_as,SRR4897403,enterobase
esc_sa1442aa_as,SRR7167538,enterobase
esc_ha2702aa_as,SRR3742287,enterobase
esc_sa2379aa_as,SRR7191724,enterobase
esc_sa6085aa_as,SRR7290920,enterobase
esc_qa2200aa_as,SRR6179225,enterobase
esc_sa6913aa_as,SRR7401624,enterobase
esc_pa2777aa_as,SRR6001160,enterobase
esc_ja8321aa_as,SRR5017965,enterobase
esc_ja4641aa_as,SRR4787780,enterobase
esc_pa5339aa_as,SRR6052703,enterobase
esc_ga8501aa_as,SRR3531853,enterobase
esc_ra9298aa_as,SRR7012232,enterobase
esc_ca3529aa_as,ERR191649,enterobase
esc_ba2299aa_as,ERR161280,enterobase
esc_ga8843aa_as,SRR3574281,enterobase
esc_fa7717aa_as,SRR2982180,enterobase
esc_ha7409aa_as,SRR3951472,enterobase
esc_sa6199aa_as,SRR7291668,enterobase
esc_ja4118aa_as,SRR4897823,enterobase
esc_ra3993aa_as,SRR6555356,enterobase
esc_na3121aa_as,SRR5494796,enterobase
esc_pa5052aa_as,SRR6051871,enterobase
esc_ha7974aa_as,SRR3974429,enterobase
esc_ba8305aa_as,SRR1981487,enterobase
esc_ja4626aa_as,SRR4787754,enterobase
esc_sa5282aa_as,SRR7282612,enterobase
esc_sa3763aa_as,SRR7236569,enterobase
esc_sa3777aa_as,SRR7236598,enterobase
esc_pa5336aa_as,SRR6052700,enterobase
esc_ja4852aa_as,SRR4788345,enterobase
esc_sa6799aa_as,SRR7367432,enterobase
esc_sa5886aa_as,SRR7286553,enterobase
esc_ja8085aa_as,SRR5005519,enterobase
esc_ia0312aa_as,SRR4046448,enterobase
esc_pa5258aa_as,SRR6052089,enterobase
esc_ja4554aa_as,SRR4787350,enterobase
esc_la5816aa_as,SRR5330938,enterobase
esc_sa6851aa_as,SRR7368875,enterobase
esc_ba7827aa_as,SRR770115,enterobase
esc_ba7827aa_as,SRR784221,enterobase
esc_ba7827aa_as,SRR958285,enterobase
esc_ba7827aa_as,SRR958286,enterobase
esc_sa6188aa_as,SRR7291644,enterobase
esc_ja3853aa_as,SRR4897258,enterobase
esc_ja5284aa_as,SRR5006351,enterobase
esc_pa7924aa_as,SRR6079362,enterobase
esc_ga9687aa_as,SRR3606786,enterobase
esc_ja4738aa_as,SRR4788119,enterobase
esc_ka5747aa_as,SRR5033669,enterobase
esc_ca0270aa_as,SRR770163,enterobase
esc_ca0270aa_as,SRR784608,enterobase
esc_ca0270aa_as,SRR958413,enterobase
esc_ca0270aa_as,SRR958414,enterobase
esc_ba4083aa_as,SRR1981199,enterobase
esc_ra3580aa_as,SRR6490560,enterobase
esc_aa9787aa_as,SRR1981371,enterobase
esc_ia1649aa_as,SRR4195622,enterobase
esc_sa6758aa_as,SRR7367359,enterobase
esc_ca1417aa_as,SRR633777,enterobase
esc_ca1417aa_as,SRR642278,enterobase
esc_ca1417aa_as,SRR647277,enterobase
esc_ca1417aa_as,SRR647332,enterobase
esc_sa3567aa_as,SRR7230350,enterobase
esc_ga9235aa_as,SRR3578766,enterobase
esc_ca2185aa_as,SRR770171,enterobase
esc_ca2185aa_as,SRR784679,enterobase
esc_ca2185aa_as,SRR958402,enterobase
esc_ca2185aa_as,SRR958403,enterobase
esc_ra4945aa_as,SRR6727430,enterobase
esc_ra2559aa_as,SRR6425167,enterobase
esc_ba1678aa_as,SRR2015147,enterobase
esc_pa5073aa_as,SRR6051894,enterobase
esc_ca4786aa_as,SRR786323,enterobase
esc_ca4786aa_as,SRR800502,enterobase
esc_ca4786aa_as,SRR958755,enterobase
esc_ca4786aa_as,SRR958756,enterobase
esc_ga9117aa_as,SRR3578561,enterobase
esc_ba5843aa_as,ERR191657,enterobase
esc_ha3948aa_as,SRR2177977,enterobase
esc_ha3973aa_as,SRR2178051,enterobase
esc_ca1195aa_as,SRR1981178,enterobase
esc_ja8714aa_as,SRR5023729,enterobase
esc_ja4627aa_as,SRR4787755,enterobase
esc_ca4848aa_as,SRR770108,enterobase
esc_ca4848aa_as,SRR784194,enterobase
esc_ca4848aa_as,SRR958268,enterobase
esc_ca4848aa_as,SRR958269,enterobase
esc_ka2153aa_as,SRR5024490,enterobase
esc_ka6750aa_as,SRR5023941,enterobase
esc_ja7626aa_as,SRR5005300,enterobase
esc_sa5695aa_as,SRR7285435,enterobase
esc_ca0919aa_as,SRR576625,enterobase
esc_ca0919aa_as,SRR576631,enterobase
esc_ca0919aa_as,SRR576994,enterobase
esc_ca0919aa_as,SRR927386,enterobase
esc_ca0919aa_as,SRR927387,enterobase
esc_ca5989aa_as,SRR785979,enterobase
esc_ca5989aa_as,SRR785980,enterobase
esc_ca5989aa_as,SRR958572,enterobase
esc_ca5989aa_as,SRR958573,enterobase
esc_ga9196aa_as,SRR3578632,enterobase
esc_ca4873aa_as,SRR1981552,enterobase
esc_pa5592aa_as,SRR6053028,enterobase
esc_ka2150aa_as,SRR5024482,enterobase
esc_ca3751aa_as,SRR1785755,enterobase
esc_ca3751aa_as,SRR1785984,enterobase
esc_ca3751aa_as,SRR1795934,enterobase
esc_ca3751aa_as,SRR1795974,enterobase
esc_ga9697aa_as,SRR3606796,enterobase
esc_ra4681aa_as,SRR6691205,enterobase
esc_ia1250aa_as,SRR4181507,enterobase
esc_ga9433aa_as,SRR3579377,enterobase
esc_ba9153aa_as,SRR638573,enterobase
esc_ba9153aa_as,SRR646322,enterobase
esc_ba9153aa_as,SRR646325,enterobase
esc_ba9153aa_as,SRR646335,enterobase
esc_sa4780aa_as,SRR7266773,enterobase
esc_ja4753aa_as,SRR4788143,enterobase
esc_sa9391aa_as,SRR7500917,enterobase
esc_ga9121aa_as,SRR3578565,enterobase
esc_pa5562aa_as,SRR6052998,enterobase
esc_ha3283aa_as,SRR3773578,enterobase
esc_sa1361aa_as,SRR7163927,enterobase
esc_la5819aa_as,SRR5330941,enterobase
esc_ga8829aa_as,SRR3574267,enterobase
esc_ra7766aa_as,SRR6825013,enterobase
esc_ja7912aa_as,SRR5018360,enterobase
esc_ra3994aa_as,SRR6560640,enterobase
esc_sa6852aa_as,SRR7368879,enterobase
esc_pa5223aa_as,SRR6052052,enterobase
esc_pa1832aa_as,SRR5951703,enterobase
esc_sa3208aa_as,SRR7221265,enterobase
esc_ja8784aa_as,SRR5023708,enterobase
esc_ra3562aa_as,SRR6487140,enterobase
esc_oa0077aa_as,SRR5666357,enterobase
esc_sa5841aa_as,SRR7286400,enterobase
esc_ja4105aa_as,SRR4897800,enterobase
